ENSMUSG00000028180	Zranb2
MGI:2447794	Sfmbt2
MGI:5604098	Tmigd3
MGI:1100538	Siafq1
ENSMUSG00000006850	Tmco6
ENSMUSG00000001804	Dsg4
MGI:2665790	Tnn
MGI:2387317	Sbnt1
MGI:3642777	Gm10298
ENSMUSG00000041534	Rbp3
MGI:2389460	Maml2
ENSMUSG00000041536	Serpina3a
ENSMUSG00000041530	Ago1
MGI:2389465	Tbx22
MGI:3030686	Olfr852-ps1
MGI:3705280	Gm14616
ENSMUSG00000041538	H2-Ob
ENSMUSG00000014601	Strip1
MGI:1913887	Tsen15
MGI:1913884	Mcm8
MGI:3649728	Gm14066
MGI:1913882	Dph6
MGI:1913883	Nsa2
MGI:1913881	Mfsd14b
MGI:3649723	Gm14486
MGI:3649722	Gm13007
MGI:3649721	Gm13749
MGI:3649720	Gm13570
MGI:3649726	Gm14489
MGI:1913888	5730458M16Rik
MGI:3649724	Gm14487
MGI:1858389	Alcp10
MGI:3645904	Gm5978
MGI:3030687	Olfr853
MGI:3646808	Igkv4-59
MGI:3646807	Gm8761
MGI:3645902	Lekr1
MGI:3651846	Gm11683
MGI:5595078	Gm35919
MGI:5589293	Gm30134
MGI:3030569	Olfr735
ENSMUSG00000025838	Pramel6
MGI:5595202	Gm36043
MGI:3030568	Olfr734
MGI:5594613	Gm35454
MGI:4937175	Gm17541
ENSMUSG00000041141	Pnmal1
MGI:3650111	Gm12497
MGI:3030565	Olfr731
MGI:5623853	Gm40968
ENSMUSG00000105165	Mir7686
MGI:5596039	Gm36880
MGI:103145	Tpe2
ENSMUSG00000041143	Tmco4
MGI:2656541	Lmr8
ENSMUSG00000025839	Pramel7
MGI:5623541	Gm40656
MGI:5595203	Gm36044
ENSMUSG00000041144	Dnah7b
MGI:5592022	Gm32863
MGI:5596033	Gm36874
MGI:5596034	Gm36875
MGI:5596035	Gm36876
MGI:5596036	Gm36877
MGI:3030562	Olfr728
MGI:3030685	Olfr851
MGI:5434636	Gm21281
MGI:5434631	Gm21276
MGI:3030561	Olfr727
MGI:5592493	Gm33334
MGI:1276100	D0Mnp2
MGI:5434639	Gm21284
MGI:5434638	Gm21283
MGI:103126	Ms13-25
MGI:2656546	Lmr13
ENSMUSG00000040669	Phc1
MGI:106613	Dvl2
MGI:106612	Myo1c
MGI:106611	Rnf112
MGI:95839	Gs
MGI:1919105	1700015O11Rik
MGI:1919104	Dpep3
ENSMUSG00000040660	Cyp2b9
ENSMUSG00000040661	Rad54l2
ENSMUSG00000040666	Sh3bgr
ENSMUSG00000040667	Nup88
MGI:1919103	Pdia6
ENSMUSG00000038224	Serpinf2
ENSMUSG00000027070	Lrp2
MGI:97018	Mmv15
ENSMUSG00000027072	Prg3
ENSMUSG00000027073	Prg2
ENSMUSG00000027074	Slc43a3
ENSMUSG00000027075	Slc43a1
ENSMUSG00000027076	Timm10
ENSMUSG00000027981	Rnpc3
ENSMUSG00000027078	Ube2l6
MGI:97010	Mmp3
MGI:97013	Mmv10
MGI:97012	Mmv1
MGI:97015	Mmv12
MGI:97014	Mmv11
MGI:97017	Mmv14
MGI:93884	D7H19F11S1
MGI:2656547	Lmr14
ENSMUSG00000078813	Leng1
MGI:103120	Pcca-rs
MGI:5592020	Gm32861
MGI:5477090	Gm26596
MGI:2136739	Pcdhb5
MGI:5623627	Gm40742
ENSMUSG00000000861	Bcl11a
MGI:5591570	Gm32411
MGI:5624807	Gm41922
MGI:5595129	Gm35970
MGI:3781321	Gm3142
ENSMUSG00000000869	Il4
MGI:3643545	Gm8309
MGI:3643544	Vmn1r-ps11
MGI:5531109	Mir6909
MGI:2159695	Vmn1r193
MGI:5595206	Gm36047
MGI:2136735	Pcdhb2
ENSMUSG00000096624	Mir467a-1
MGI:5589340	Gm30181
MGI:5477091	Gm26597
ENSMUSG00000056952	Tatdn2
MGI:5010075	Gm17890
MGI:5589341	Gm30182
ENSMUSG00000085034	Gm11240
MGI:3781325	Gm3146
MGI:5010703	Gm18518
MGI:1920499	1600017P15Rik
MGI:1920498	1600015H23Rik
MGI:5595128	Gm35969
ENSMUSG00000039835	Nhsl1
MGI:5624962	Gm42077
MGI:3609316	Mpvq2
MGI:3698178	Fam174b
MGI:1920491	3110080O07Rik
MGI:1920490	3110056K14Rik
MGI:1920497	Mrgbp
MGI:1920496	Rassf6
MGI:1920494	Prl8a1
MGI:3647040	Hspd1-ps2
MGI:3647041	Gm5350
MGI:3647042	Rps13-ps1
MGI:3647043	Gm4992
MGI:3647044	Gm4959
MGI:3648097	Gm5166
MGI:3646809	Gm6018
MGI:3647047	Gm6123
MGI:3647048	Gm6552
MGI:3648098	Gm9299
MGI:5580092	Gm29386
ENSMUSG00000001168	Oas1h
MGI:5610551	Gm37323
MGI:3664222	Mpcp2
MGI:1927152	Syne1
MGI:1922389	4930526H09Rik
MGI:1922388	4930526L06Rik
MGI:1927155	Clptm1
MGI:1355319	Exosc9
MGI:1355316	St6galnac6
MGI:1355317	Tnfsf14
MGI:1922387	Rprd2
MGI:1355315	Tmod3
MGI:1355312	C1s1
MGI:1355313	C1ra
MGI:1355310	Scly
MGI:1355311	Stag3
ENSMUSG00000026301	Iqca
MGI:3819496	Snora28
ENSMUSG00000026303	Mlph
ENSMUSG00000026305	Lrrfip1
ENSMUSG00000026304	Rab17
ENSMUSG00000026307	Scly
MGI:3819497	Snora2b
ENSMUSG00000026309	Ilkap
ENSMUSG00000026308	Klhl30
MGI:3819494	Snora23
MGI:3782661	Nat8f7
MGI:5621970	Gm39085
MGI:3819495	Snora26
MGI:1920729	1700082C01Rik
MGI:101341	D1Mit425
MGI:3688590	Elorr1
MGI:1920725	1700067G17Rik
MGI:1920724	Snhg9
MGI:1920727	1700081H04Rik
MGI:1920726	1700069L16Rik
MGI:1920721	1700066N21Rik
MGI:101349	D1Mit417
MGI:1920723	Iws1
MGI:1920722	Spata18
ENSMUSG00000061436	Hipk2
MGI:3648545	Gm9234
MGI:3648546	Gm9233
ENSMUSG00000098291	Mir6973a
MGI:3648540	Gm6396
MGI:3648541	Gm6679
MGI:3648542	Gm6397
MGI:3648543	Gm7120
MGI:5596038	Gm36879
ENSMUSG00000001166	Oas1c
MGI:5592303	Gm33144
MGI:3819491	Snora19
MGI:3648548	Gm9231
MGI:3648549	Gm9230
MGI:2150016	Spred1
MGI:1922656	Ndufs7
MGI:1922655	1100001I12Rik
MGI:1922654	Arhgap36
MGI:1922653	1010001B22Rik
MGI:1922652	0610042B23Rik
MGI:1922650	Defb29
MGI:3031054	Olfr1220
MGI:3031055	Olfr1221
MGI:3031056	Olfr1222
MGI:3031057	Olfr1223
MGI:3031050	Olfr1216
MGI:3031051	Olfr1217
MGI:3031052	Olfr1218
MGI:1922658	Dph3
MGI:3642638	Gm10732
MGI:3642639	5730471H19Rik
MGI:5623620	Gm40735
MGI:5010917	Zbed4-ps2
MGI:3642630	Gm10563
MGI:3642633	Gm9916
MGI:3606476	Fam132b
ENSMUSG00000003269	Cyth2
ENSMUSG00000085696	Hoxaas3
MGI:2442458	Tspyl5
ENSMUSG00000094735	Vmn1r95
ENSMUSG00000094734	Olfr799
ENSMUSG00000076948	Mir467e
MGI:5621648	Gm38763
ENSMUSG00000094733	Gm5416
ENSMUSG00000094732	1500015L24Rik
ENSMUSG00000061388	Csn1s2b
MGI:1100534	Bfq1
MGI:3649692	Gm12586
MGI:3629098	Gwth1
ENSMUSG00000098120	Gm5914
MGI:5592301	Gm33142
ENSMUSG00000083695	Rnf138rt1
MGI:4937105	Traj55
MGI:2662976	Sbmd2
ENSMUSG00000061387	Olfr1490
ENSMUSG00000046152	Fut10
MGI:1921271	3222402N08Rik
ENSMUSG00000046150	Olfr918
MGI:3646394	Alms1-ps1
ENSMUSG00000046157	Tmem229b
MGI:3646390	Gm6356
MGI:4439062	Vmn1r-ps110
ENSMUSG00000046159	Chrm3
MGI:2442451	Cnpy1
MGI:3646398	Gm7508
ENSMUSG00000063626	Unc5d
ENSMUSG00000096703	Olfr1286
MGI:5625022	Gm42137
ENSMUSG00000030990	Pgap2
MGI:5623851	Gm40966
MGI:2662977	Sbmd3
ENSMUSG00000036381	P2ry14,F630111L10Rik
MGI:3030909	Olfr1075-ps1
MGI:3030908	Olfr1074-ps1
MGI:5592028	Gm32869
MGI:4834226	Mir3058
MGI:3030901	Olfr1067-ps1
MGI:3030900	Olfr1066
MGI:3030903	Olfr1069-ps1
MGI:3030902	Olfr1068-ps1
MGI:3030905	Olfr1071
MGI:2445211	E230034D01Rik
MGI:3030907	Olfr1073-ps1
MGI:3030906	Olfr1072-ps1
MGI:1098282	C9
MGI:1098283	Per1
ENSMUSG00000002297	Dbf4
ENSMUSG00000008892	Vdac3
MGI:1917994	6330403L08Rik
MGI:1917995	6330418B08Rik
ENSMUSG00000064090	Vrk2
ENSMUSG00000034613	Ppm1h
MGI:1917999	6330408M09Rik
MGI:3041190	Skint7
MGI:3041196	Fam198a
MGI:3041197	Serpina7
MGI:3041194	C230096K16Rik
MGI:3041195	Exoc3l
MGI:5010545	Gm18360
MGI:5010544	Gm18359
MGI:101838	Tbp
MGI:101839	Rpl28
MGI:5010541	Gm18356
MGI:5010540	Obox3-ps7
MGI:5010543	Gm18358
ENSMUSG00000070875	Olfr1100
MGI:2179702	Smdq1
MGI:101833	Elk1
MGI:4834220	Mir344d-3
MGI:101836	Traf1
MGI:5010548	Gm18363
MGI:101834	Tubg1
MGI:101835	Traf2
MGI:1924714	Prr5
MGI:1924715	C030027H14Rik
MGI:1924710	9430090L19Rik
MGI:1924712	Tmem116
ENSMUSG00000016510	Mtif3
MGI:1924718	C030032O16Rik
MGI:1924719	C030034E14Rik
MGI:5591358	Gm32199
MGI:2448419	Hist1h4a
ENSMUSG00000095061	E030018B13Rik
ENSMUSG00000095066	Defa20
MGI:100129	D8Mit281
MGI:5591350	Gm32191
MGI:100126	D8Mit284
MGI:3030689	Olfr855
MGI:5591353	Gm32194
MGI:3650313	Gm11950
MGI:3642637	Gm10268
MGI:5591356	Gm32197
MGI:3717807	Ewrq1
MGI:88433	Cnbpl2
MGI:88432	Cnbpl1
MGI:88431	Cnbp
MGI:88437	Cnp
ENSMUSG00000053898	Ech1
MGI:5010899	Gm18714
MGI:5010898	Gm18713
MGI:5010897	Gm18712
MGI:5010896	Gm18711
ENSMUSG00000053897	Slc39a8
MGI:88438	Cnpl
MGI:5010893	Gm18708
MGI:5010892	Gm18707
MGI:5010891	Gm18706
MGI:5010890	Gm18705
MGI:5594139	Gm34980
MGI:5621649	Gm38764
MGI:5622851	Gm39966
ENSMUSG00000071516	Hist1h2ai
MGI:5621992	Gm39107
ENSMUSG00000072966	Gprasp2
MGI:5579576	Gm28870
MGI:5579577	Gm28871
MGI:5625094	Gm42209
ENSMUSG00000095934	Gm2927
MGI:5579573	Gm28867
MGI:3644761	Gm9239
MGI:5622178	Gm39293
ENSMUSG00000100062	1700063A18Rik
MGI:106455	D7Bwg0826e
ENSMUSG00000054325	Lce3a
MGI:1891058	Mym
MGI:1919565	Ccdc74a
ENSMUSG00000054320	Lrrc36
ENSMUSG00000054321	Taf4b
ENSMUSG00000010911	Apip
MGI:3644764	Gm8986
ENSMUSG00000010914	Pdhx
MGI:3644765	Cldn34c2
MGI:4937103	Gm17469
MGI:3781517	Gm3339
ENSMUSG00000092770	Mirlet7a-2
MGI:3610364	Rbm24
MGI:2668871	Speer4e
ENSMUSG00000095276	Gfy
MGI:1924348	Colgalt1
ENSMUSG00000094818	Gm15308
MGI:3643470	Gm7638
ENSMUSG00000002831	Plin4
MGI:1916646	1700018F24Rik
ENSMUSG00000002833	Hdgfrp2
MGI:3655686	Ibdq2
ENSMUSG00000002835	Chaf1a
MGI:1916642	1700024P12Rik
MGI:1916641	1700018A14Rik
ENSMUSG00000055360	Prl2c5
ENSMUSG00000101334	1700028M03Rik
ENSMUSG00000101337	Dnah7c
MGI:1916649	1700025G04Rik
MGI:1916648	Cdhr4
MGI:2653459	Lith13
MGI:1915598	Serpina1f
MGI:1915599	Ndufs3
MGI:3781511	Gm3333
MGI:3033344	Nbwa1
MGI:3033345	Nbwa2
MGI:1915592	Ndufb10
MGI:1925442	4930540I17Rik
MGI:1925441	4930539E08Rik
MGI:1930121	Prdm15
MGI:1915596	Sirt5
MGI:1915597	0610011F06Rik
MGI:1915594	Tmem174
MGI:1925444	4930546K05Rik
MGI:5012161	Gm19976
ENSMUSG00000037617	Spag1
ENSMUSG00000037610	Kcnmb2
ENSMUSG00000037613	Tnfrsf23
MGI:2661282	Pcd4ts3
MGI:97338	Nhcp7
MGI:4414094	n-TVcac3
ENSMUSG00000040883	Tmem205
ENSMUSG00000039683	Sdk1
MGI:3705829	Gm15095
MGI:89742	D13Mit199
ENSMUSG00000094146	Gm10142
MGI:89746	D13Mit202
MGI:89747	D13Mit203
ENSMUSG00000039728	Slc6a5
MGI:89748	D13Mit204
ENSMUSG00000095930	Nim1k
MGI:5622335	Gm39450
ENSMUSG00000039720	Got1l1
ENSMUSG00000079065	BC005561
MGI:5589719	Gm30560
MGI:3757651	Vmn2r-ps2
MGI:2448285	Hist1h2aa
ENSMUSG00000079069	8430423G03Rik
MGI:93271	D5Mit193
MGI:4413826	n-TQctg2
MGI:93273	D5Mit195
MGI:93272	D5Mit194
MGI:5622928	Gm40043
MGI:93277	D5Mit20
MGI:4413827	n-TQctg3
ENSMUSG00000023210	Lcn9
ENSMUSG00000067010	Vmn2r10
MGI:5589718	Gm30559
MGI:5313068	Gm20621
MGI:3705820	Gm14595
MGI:4937066	Gm17432
MGI:4834303	Mir3089
MGI:4440527	Traj49
MGI:5313063	Gm20616
MGI:4440525	Trav12-1
MGI:4440523	Traj17
ENSMUSG00000031109	Enox2
MGI:4440521	Traj18
MGI:5313065	Gm20618
ENSMUSG00000073094	Smim9
MGI:4413821	n-TCgca54
MGI:5592229	Gm33070
ENSMUSG00000031518	Spata4
ENSMUSG00000031519	Asb5
MGI:107209	Tel5q1
MGI:107208	Hoxa11os
MGI:107207	Coq7
ENSMUSG00000031511	Arhgef7
ENSMUSG00000041278	Ttc1
ENSMUSG00000031513	Leprotl1
MGI:5595326	Gm36167
MGI:107202	Atm
MGI:107201	Zic4
MGI:107200	Cbr2
MGI:1914649	Pdlim7
MGI:1914648	Srpr
MGI:2444885	Lrit2
MGI:3651308	Gm15698
MGI:1914641	Fundc2
MGI:1914640	Rnmtl1
MGI:1914643	Cxxc5
MGI:1914642	4833420G17Rik
MGI:1914645	Ppp1r2-ps9
MGI:1914644	4930404I05Rik
MGI:1914647	Erp29
MGI:4937064	Gm17430
MGI:92637	D3Tu51
MGI:3651710	Gm12654
ENSMUSG00000012429	Mplkip
ENSMUSG00000062148	Ear6
MGI:5610209	Gm36981
MGI:98535	Tcp1
MGI:5591059	Gm31900
ENSMUSG00000062142	Olfr569
MGI:92638	Serp1
MGI:3649222	Gm12606
MGI:3647814	Gm8283
ENSMUSG00000031105	Slc25a14
MGI:95945	H2-T13
MGI:95944	H2-T12
MGI:95947	H2-T15
MGI:95946	H2-T14
MGI:95941	H2-T1
MGI:95940	H2-T
MGI:95943	H2-T11-ps
MGI:95942	H2-T10
MGI:3649221	Gm11470
MGI:2442060	Rassf2
ENSMUSG00000022160	Mettl3
ENSMUSG00000047193	Dync2h1
MGI:2444888	Ncmap
MGI:3039640	BC049688
ENSMUSG00000025776	Crispld1
MGI:3836984	Mir1945
MGI:3651616	Gm13919
MGI:5625194	Gm42309
MGI:5595323	Gm36164
ENSMUSG00000038132	Rbm24
MGI:5621994	Gm39109
MGI:5623476	Gm40591
MGI:3782447	Gm4270
ENSMUSG00000036986	Pml
ENSMUSG00000036985	Zdhhc9
MGI:5592225	Gm33066
ENSMUSG00000036983	Tfb1m
ENSMUSG00000036980	Taf6
MGI:1931834	Nckipsd
MGI:3651612	Gm13916
MGI:1931838	Dbn1
ENSMUSG00000036989	Trim3
ENSMUSG00000096943	Gm26721
MGI:5624772	Gm41887
MGI:3651610	Gm12378
MGI:5624801	Gm41916
MGI:88194	Brp1
ENSMUSG00000063810	Alms1
MGI:88197	Brp13
MGI:88190	Braf
MGI:88191	Braf-rs1
MGI:88192	Smarca4
MGI:5596050	Gm36891
MGI:99628	Mltr5
MGI:99629	Mltr4
MGI:1859661	Atp11c
MGI:1859660	Atp8b2
MGI:106158	D16Ium29e
MGI:106159	D16Ium28e
MGI:1859665	Atp8b1
MGI:1859664	Atp8b4
MGI:106154	D16Ium33e
MGI:106155	D16Ium32e
MGI:106156	D16Ium31e
MGI:106157	D16Ium30e
MGI:106150	D16Ium37e
MGI:106151	D16Ium36e
MGI:106152	D16Ium35e
MGI:106153	D16Ium34e
MGI:95369	Emv51
MGI:95368	Emv50
MGI:5593146	Gm33987
MGI:3801935	Gm16042
MGI:95361	Emv44
MGI:95360	Emv43
MGI:95363	Emv46
MGI:95362	Emv45
MGI:95365	Emv48
MGI:95364	Emv47
MGI:95367	Emv5
MGI:95366	Emv49
ENSMUSG00000070084	Mir486
MGI:1931787	Scyl1
ENSMUSG00000070081	Mir505
ENSMUSG00000047104	Pbp2
ENSMUSG00000037922	Bank1
MGI:90704	D17Leh467
ENSMUSG00000012282	Wnt8a
MGI:3644748	Gm6252
MGI:2384725	Zfp553
MGI:90701	D17Leh26
MGI:90702	D17Leh27
MGI:3042878	Kidq2
MGI:5621820	Gm38935
MGI:5621821	Gm38936
ENSMUSG00000031079	Zfp300
MGI:3034560	AA667203
ENSMUSG00000102018	K230010J24Rik
MGI:5621825	Gm38940
MGI:5621826	Gm38941
MGI:5621827	Gm38942
ENSMUSG00000011884	Gltp
MGI:5621829	Gm38944
MGI:2682307	Ric8b
MGI:2682306	Naf1
MGI:2682300	BC051665
MGI:2682303	Chil6
MGI:2682302	Zbed4
MGI:1917695	Cd248
MGI:5622725	Gm39840
MGI:1917693	2610300A13Rik
ENSMUSG00000107176	Gm9794
MGI:1917691	2610100L16Rik
MGI:5594202	Gm35043
MGI:1917699	2610209C05Rik
MGI:1340094	Cxcl2
MGI:2142850	C78280
MGI:98280	Selp
MGI:98283	Srsf1
MGI:98282	Spi1
MGI:98285	Srsf3
MGI:98284	Srsf2
MGI:98287	Srsf5
MGI:1890595	Onc1
MGI:98289	Scg5
MGI:2142859	C80012
MGI:1890598	DXUalb1
MGI:5589713	Gm30554
MGI:5621798	Gm38913
ENSMUSG00000035984	Nme5
ENSMUSG00000062859	Tcp11
MGI:2445144	4831440E17Rik
MGI:2445145	B530045E10Rik
MGI:2445146	B930046M08Rik
MGI:5621791	Gm38906
MGI:5621796	Gm38911
MGI:2445141	Cnst
MGI:2445142	B230378D16Rik
MGI:5621795	Gm38910
MGI:1917529	Krt78
MGI:3782440	Gm4263
MGI:892019	Klk1b1
MGI:892018	Klk1b8
ENSMUSG00000028152	Tspan5
ENSMUSG00000028150	Rorc
MGI:892013	Agrp
MGI:892010	Sfrp4
MGI:1917525	2310061L18Rik
MGI:1917524	Ly6g6e
ENSMUSG00000028158	Mttp
ENSMUSG00000028159	Dapp1
ENSMUSG00000039269	2300002M23Rik
MGI:2385221	Tmprss11d
ENSMUSG00000050463	Krt78
MGI:5595030	Gm35871
ENSMUSG00000039262	Prrc2b
ENSMUSG00000039263	Npepl1
MGI:5011944	Gm19759
MGI:5622729	Gm39844
ENSMUSG00000039264	Gimap3
ENSMUSG00000034555	Tex16
ENSMUSG00000068289	Cma2
MGI:2138761	AA409087
MGI:2138766	AA409368
MGI:5594355	Gm35196
ENSMUSG00000039356	Exosc2
ENSMUSG00000043671	Dpy19l3
MGI:3780770	Gm2602
ENSMUSG00000037159	Wee2
MGI:3780774	Gm2606
MGI:3780775	Gm2607
MGI:2676878	Mir203
MGI:2676879	Mir204
ENSMUSG00000043673	Kcns3
MGI:5621417	Gm38532
MGI:5593471	Gm34312
MGI:2676872	Mir20a
ENSMUSG00000018707	Dync1h1
MGI:2676874	Mir200a
MGI:2676875	Mir200b
MGI:2676876	Mir201
MGI:2676877	Mir202
MGI:5531279	Mir7007
ENSMUSG00000037475	Thoc2
MGI:3695826	6820426E19Rik
MGI:1935205	Pcdhgc5
MGI:5531273	Mir6987
MGI:5531272	Mir6982
MGI:1935200	Pcdhgb8
MGI:1935201	Pcdhgc3
MGI:5531277	Mir6957
MGI:1935203	Pcdhgc4
ENSMUSG00000021532	Fastkd3
ENSMUSG00000060565	Gm5591
ENSMUSG00000021537	Cetn3
ENSMUSG00000021536	Adcy2
ENSMUSG00000021534	1700001L19Rik
ENSMUSG00000021539	Lect2
ENSMUSG00000021538	Il9
MGI:3644742	Gm7618
ENSMUSG00000060568	Fam78b
MGI:3645585	Gm6052
MGI:5624178	Gm41293
ENSMUSG00000068758	Il3ra
ENSMUSG00000102123	Gm4319
MGI:5624173	Gm41288
MGI:5624172	Gm41287
MGI:5624175	Gm41290
MGI:5624174	Gm41289
MGI:5624177	Gm41292
MGI:5624176	Gm41291
MGI:2443421	6720473M08Rik
MGI:2443420	A130067G02Rik
MGI:2443423	C230086J09Rik
MGI:2156864	Phf5a
MGI:2443424	D130056L21Rik
MGI:2443426	E130002L11Rik
MGI:2156868	Phf5b-ps
MGI:94701	D9Mit19
ENSMUSG00000053134	Supt7l
MGI:5578779	Gm28073
ENSMUSG00000099711	Gm21951
MGI:2155987	Caln1
MGI:5623470	Gm40585
MGI:5624931	Gm42046
MGI:5621418	Gm38533
MGI:3645628	Gm8019
MGI:1891318	Bpq6
MGI:3783059	Gm15614
MGI:1891313	Bpq1
MGI:5623404	Gm40519
MGI:5590482	Gm31323
MGI:1891317	Bpq5
MGI:1891316	Bpq4
MGI:2145857	BB176409
MGI:1891314	Bpq2
MGI:5622583	Gm39698
MGI:5624778	Gm41893
ENSMUSG00000086126	5730457N03Rik
MGI:3783151	Gm15710
MGI:96709	Ky
MGI:96706	Kth1
MGI:96704	Krt7
MGI:96705	Krt8
MGI:96702	Krt5
MGI:96703	Krt6
MGI:96700	Krt84
MGI:96701	Krt4
MGI:3036184	Skmw3
MGI:3652048	Gas2l2
MGI:5578954	Gm28248
ENSMUSG00000031634	Ufsp2
ENSMUSG00000036208	Nepro
MGI:2141356	X98549
MGI:2144185	AI464234
MGI:2136650	Clec2i
MGI:2141350	R74617
ENSMUSG00000036202	Rif1
ENSMUSG00000022949	Clic6
ENSMUSG00000022948	Setd4
MGI:3643654	Gm9438
MGI:5593707	Gm34548
MGI:2176230	Apobr
MGI:5594485	Gm35326
ENSMUSG00000022941	Ripply3
ENSMUSG00000022940	Pigp
ENSMUSG00000022947	Cbr3
ENSMUSG00000022946	Dopey2
MGI:5593688	Gm34529
MGI:3651562	Gm13804
ENSMUSG00000045708	Olfr447
MGI:3651995	Gm13846
MGI:5593680	Gm34521
MGI:5593681	Gm34522
MGI:5593682	Gm34523
MGI:5593809	Gm34650
MGI:5593685	Gm34526
MGI:5593686	Gm34527
MGI:5593687	Gm34528
ENSMUSG00000089759	3632454L22Rik
MGI:3758801	Bpq23
MGI:5624775	Gm41890
MGI:5593807	Gm34648
MGI:5593812	Gm34653
MGI:5530813	Mir6392
MGI:3702066	Gm13695
ENSMUSG00000095486	Vmn2r22
MGI:5623715	Gm40830
ENSMUSG00000091468	Vmn2r82
MGI:5595901	Gm36742
MGI:5595900	Gm36741
MGI:3643726	Gm16430
MGI:5595902	Gm36743
MGI:3644747	Rpl32l
MGI:5011190	Gm19005
MGI:5595907	Gm36748
MGI:3852381	Vmn1r-ps41
MGI:5595909	Gm36750
MGI:5595908	Gm36749
MGI:5593803	Gm34644
ENSMUSG00000027276	Jag1
MGI:3852481	Vmn1r-ps141
ENSMUSG00000027274	Mkks
MGI:1931001	Edaradd
ENSMUSG00000027272	Ubr1
ENSMUSG00000027273	Snap25
ENSMUSG00000027270	Lamp5
MGI:3852487	Vmn1r-ps147
MGI:90281	D15Mit148
ENSMUSG00000070509	Rgma
MGI:90283	D15Mit15
ENSMUSG00000095483	Olfr776
MGI:5592072	Gm32913
MGI:2147987	Pcyt1b
MGI:90286	D15Mit152
MGI:3643729	Gm7653
MGI:5593533	Gm34374
MGI:3644744	Rps11-ps1
MGI:5011193	Gm19008
MGI:5593534	Gm34375
MGI:5593535	Gm34376
MGI:3649307	Gm12501
ENSMUSG00000061906	Ugt2b38
MGI:5593538	Gm34379
MGI:1921036	4930429L21Rik
MGI:1921037	4833406L22Rik
MGI:1921034	4930430F21Rik
MGI:1921035	4930431H11Rik
MGI:1921032	4930421P22Rik
MGI:1921033	4930422G07Rik
MGI:5589887	Gm30728
MGI:1921031	4930432H08Rik
MGI:5589889	Gm30730
MGI:5589888	Gm30729
ENSMUSG00000077042	Mir574
MGI:2653627	Dmrta1
MGI:2144724	Ttc7b
MGI:5590162	Gm31003
MGI:1921038	4833408A19Rik
ENSMUSG00000025608	Podxl
ENSMUSG00000037552	Plekhg2
MGI:2681143	Dpml
MGI:5592487	Gm33328
MGI:5590163	Gm31004
MGI:5592480	Gm33321
MGI:5592483	Gm33324
MGI:5592482	Gm33323
MGI:3649342	Gm12110
MGI:3031127	Olfr1293-ps
MGI:5592489	Gm33330
MGI:5592488	Gm33329
MGI:3045389	C330019F10Rik
MGI:3045388	E230014E18Rik
MGI:5590166	Gm31007
MGI:3045383	4631405J19Rik
MGI:3045382	A830035A12Rik
MGI:3045381	4732414G09Rik
MGI:3045380	A330017A19Rik
MGI:3045387	Platr7
ENSMUSG00000004748	Mtfp1
MGI:3045385	F730035P03Rik
MGI:3045384	7030419G21Rik
ENSMUSG00000027893	Ahcyl1
MGI:1333879	Ap3b1
MGI:1333878	Xirp1
MGI:2146766	AA415437
MGI:2146767	D17Mgi15
ENSMUSG00000027894	Slc6a17
ENSMUSG00000027895	Kcnc4
MGI:1333873	Cog1
MGI:1333871	Hsd17b10
MGI:1333870	Ate1
MGI:1333877	Gpr50
MGI:1333876	Ppp1r17
MGI:1333875	Bre
MGI:1333874	Dedd
ENSMUSG00000031891	Hsd11b2
MGI:3644282	Fabp5l2
ENSMUSG00000031893	Tsnaxip1
MGI:3644280	Gm5709
MGI:1919228	Ppp2r2a
MGI:1919229	Prr23a3
ENSMUSG00000031897	Psmb10
MGI:1930666	Higd1a
ENSMUSG00000006457	Actn3
ENSMUSG00000006456	Rbm14
MGI:3644289	Vmn1r143
MGI:3644288	Rpl7a-ps8
MGI:1919220	Zbed5
MGI:1919221	Zswim1
MGI:1919223	Rbpms2
MGI:5531046	Mir7651
MGI:5010339	Gm18154
MGI:5593081	Gm33922
ENSMUSG00000094680	Vmn1r121
ENSMUSG00000071679	Zcchc16
MGI:5624939	Gm42054
MGI:5531044	Mir6927
MGI:5011865	Gm19680
ENSMUSG00000104336	Gm34240
ENSMUSG00000094682	Gm6902
MGI:3783051	Gm15604
MGI:3650440	Gm12460
ENSMUSG00000034880	Mrpl34
ENSMUSG00000034112	Atp2c2
ENSMUSG00000034111	Tmed8
ENSMUSG00000034110	Kctd7
ENSMUSG00000034117	Ptgdr2
MGI:101104	D13Mit231
ENSMUSG00000034115	Scn11a
ENSMUSG00000049073	Olfr985
MGI:5623624	Gm40739
MGI:101105	D13Mit230
ENSMUSG00000073747	Gm7534
ENSMUSG00000021906	Oxnad1
MGI:5595277	Gm36118
MGI:1919597	2210011G09Rik
MGI:1919594	Usp36
MGI:1919595	Amer1
MGI:1922411	4930544M13Rik
MGI:1919593	2600002B07Rik
MGI:1919590	2010009K17Rik
MGI:1922412	4930545E07Rik
MGI:3782841	Orai2-ps
MGI:3782842	Gm4660
MGI:1922419	4930534I15Rik
MGI:1922418	4930533B18Rik
MGI:1919598	Aif1l
MGI:1919599	Dusp3
MGI:5623472	Gm40587
MGI:3782443	Gm4266
MGI:5623568	Gm40683
ENSMUSG00000060827	Olfr1193
ENSMUSG00000078853	Igtp
ENSMUSG00000034889	Cactin
