14QII26	SNORD114-26,SNORD114-26
CMH16	MYOZ2,MYOZ2
RAB6IP2	ERC1,ERC1,ERC1
CMH14	MYH6,MYH6
CMH15	VCL,VCL
ACTSA	ACTA2,ACTA2
CMH18	PLN,PLN
CMH19	CALR3,CALR3
E2CDC34B	UBE2R2,UBE2R2
ABTB2	ABTB2
ACTSG	ACTG2,ACTG2
KIAA0226	KIAA0226
CDHF14	FAT4,FAT4
HBII8530	SNORD116-30,SNORD116-30
E2BP1	TCFL5,TCFL5
E2BP3	SLC23A3,SLC23A3
BTS	CLN3,CLN3
VENTX2P1	VENTXP1,VENTXP1
C21ORF128	C21orf128
C21ORF127	N6AMT1,N6AMT1
DJ614O43	FAM83C-AS1,FAM83C-AS1
COWCK	AIFM1,AIFM1
C21ORF124	PDXK,PDXK
C21ORF123	COL18A1-AS1,COL18A1-AS1
DJ337H43	YIPF3,YIPF3
C21ORF121	ZNF295-AS1,ZNF295-AS1
C21ORF120	C21orf62,C21orf62
RN7SL210P	RN7SL210P
OST208	OR4B1,OR4B1
SHISA6	SHISA6
DUS3	DUS3L,DUS3L
BX42	SNW1,SNW1
LMOD3	LMOD3
HIST2H2BF	HIST2H2BF
RAFT1	MTOR,MTOR
TUBL1	TULP1,TULP1
CTHBP	PKM,PKM
UNC511	ULK1,ULK1
UNC512	ULK2,ULK2
YOTIAO	AKAP9,AKAP9,AKAP9
TUBL3	TULP3,TULP3
CCDC39AS1	CCDC39-AS1
DJ726C35	BPIFB4,BPIFB4
OR5W2	OR5W2
LOC105371054	LA16c-325D7.1
EKVP	GJA1,GJA1
MSK39	NCAM1,NCAM1
HIRAS	NISCH,NISCH
CARASIL	HTRA1,HTRA1
MC3DN8	LYRM7,LYRM7
C17	CYTL1,CYTL1
C6ST2	CHST7,CHST7
C6ST1	CHST3,CHST3
CDHF13	DSG4,DSG4
BTF	BCLAF1,BCLAF1
BA301B72	TBC1D32,TBC1D32
HCA4	NDNL2
PHPS12	ABHD2,ABHD2
BCX101P69	HCG27,HCG27
RNF174	MARCH4,MARCH4
KMT1F	SETDB2,SETDB2
WDR82P1	WDR82
AF9Q34	DAB2IP,DAB2IP
BMCP1	SLC25A14,SLC25A14
FSP1	GBP3,S100A4,ATL1
FSP3	NIPA1,NIPA1
FSP2	CABYR,SPAST
GCNF1	NR6A1,NR6A1
NXPH3	NXPH3
MIR648	MIR648
CLTNM	AP1M1,AP1M1
BTL	CHIC2,CHIC2
MIR644	MIR644A,MIR644A
MIR645	MIR645
LIPN	LIPN
D40	CASC5,CASC5
MIR640	MIR640
NXPH1	NXPH1
MIR642	MIR642A,MIR642A,MIR642A
MIR643	MIR643
LINC00391	LINC00391
MIR4465	MIR4465
LINC00393	LINC00393
MC3DN2	TTC19,TTC19
717A	OFD1,OFD1
SMIM23	C5orf50
HLADM	HLA-DMA,HLA-DMA
LINC00399	LINC00399
LINC00398	LINC00398
TIEG2	KLF11,KLF11
TIEG3	KLF11,KLF11
TIEG1	KLF10,KLF10
SAX2	NKX1-1,KIF1C
MIR4466	MIR4466
MIS18ALPHA	MIS18A,MIS18A
RBMY1B	RBMY1B
RAFTK	PTK2B,PTK2B
NXPH4	NXPH4
CLARP	CFLAR,CFLAR
MIR4460	MIR4460
MIR4731	MIR4731
ZNF391	ZNF391
PRX4	PRDX4,PRDX4
DJ130H161	TBC1D10A,TBC1D10A
PRX2	PRRX2,PRDX2
XLVD	FLNA,FLNA,FLNA
PRX1	PRRX1,PRDX1
THEG1	THEG,THEG
LPAATZETA	AGPAT6
THEG2	SYCE3,SYCE3
RNA5SP184	RNA5SP184
THEG4	TEX38,TEX38
HEXO5	EXO5,EXO5
THEG6	FAM183B
DAB2	DAB2
DAB1	DAB1
HRF20	CD59
MIR4730	MIR4730
UT2	SLC14A2,SLC14A2
PAP1BP	INO80B,INO80B
DJ130H162	TBC1D10A,TBC1D10A
PCSK4	PCSK4
ICERELII	CASP4
C17ORF44	LINC00324,LINC00324
STK38L	STK38L
ERD2L3	KDELR3,KDELR3
UT1	SLC14A1,SLC14A1
EPCLIKE	EPC2,EPC2
ZNF393	KLF17,KLF17
RAB5A	RAB5A
RNU61201P	RNU6-1201P
RAB5C	RAB5C
RAB5B	RAB5B
IPM150	IMPG1,IMPG1
RAB5L	RAB5C,RAB5C
RSBN1LAS1	RSBN1L-AS1
D6S230E	TCP1,TCP11
MSTP050	WDR89,WDR89
BA387M243	KLC4,KLC4
GPRA	NPSR1,NPSR1
MSTP053	SEC23IP,SEC23IP
MSTP054	KIAA1429,KIAA1429
MSTP055	DCAF6,DCAF6
SPDSY	SRM,SRM
MSTP057	SERPINB6,SERPINB6
MSTP058	TAS2R19,TAS2R19
RAB5EP	RABEP1,RABEP1
RNU6993P	RNU6-993P
CLONE23970	LRPPRC,LRPPRC
RAB29	RAB7L1
CFAP89	WDR5,WDR5
ORNT3	SLC25A29,SLC25A29
PRXV	PRDX6,PRDX5
HEXOI	EXO1,EXO1
THEGL	THEGL
HEL30	CRYL1,CRYL1
BM009	FAM49B,FAM49B
PRXI	PRDX1,PRDX1
DJ20C75	CUL7,CUL7
BM005	ZNF644,ZNF644
BM006	PHF21A,PHF21A
DABP	DBP,DBP
WNT7A	WNT7A
NR1A1	THRA,THRA
BM002	UFM1,UFM1
WNT7B	WNT7B
MRT15	MAN1B1,MAN1B1
MRT14	TECR,TECR
MRT17	PGAP2,PGAP2
NAS1	SLC13A1,SLC13A1
PF20	SPAG16,SPAG16
COXPD29	TXN2,TXN2
IGAD2	TNFRSF13B,TNFRSF13B
MRT12	ST3GAL3,ST3GAL3
RNU6641P	RNU6-641P
PACSIN1	PACSIN1
ARC162	ARPC5L,ARPC5L
MRT18	MED23,MED23
RN7SL218P	RN7SL218P
ATF7IP2	ATF7IP2
GURHII	PIAS1,PIAS1
COXPD26	TRMT5,TRMT5
MIR4734	MIR4734
ALPS3	PRKCD,PRKCD
ALPS2	CASP10,CASP10
ALPS5	CTLA4,CTLA4,CTLA4
ALPS4	NRAS,NRAS,NRAS
MPXPS	MICU1,MICU1
PA28ALPHA	PSME1,PSME1
TCP1ETA	CCT7,CCT7
MDP77	TXLNB,TXLNB
RNU61162P	RNU6-1162P
OSCAR	OSCAR
ZBTB7B	ZBTB7B
CSRNP1	CSRNP1
CSRNP2	CSRNP2
CSRNP3	CSRNP3
D12S53E	PMEL,SI,PMEL
P90RSK	RPS6KA1,RPS6KA1
MIR4737	MIR4737
CGI04	YARS2,YARS2
COX6A	COX6A1,COX6A1
COX6C	COX6C
COX6B	COX6B1,COX6B1
SIAT7A	ST6GALNAC1,ST6GALNAC1
SIAT7B	ST6GALNAC2,ST6GALNAC2
IRS	IARS,IARS
BUB1	BUB1
SIAT7E	ST6GALNAC5
BUB3	BUB3
IFNALPHA16	IFNA16,IFNA16
NUPR1	NUPR1
VCXB1	VCX
BNAS2	CMTM3,CMTM3
CGI05	CDK5RAP1,CDK5RAP1
ADSSL1	ADSSL1
FFAR3L	GPR42,GPR42
IRH	CXCL12,CXCL12
NASP	NASP
PRR19	PRR19
BOIT	SLC22A17,SLC22A17
AIBP	APOA1BP,AUNIP
HE2C	SPAG11B,SPAG11B
C14ORF114	EXD2,EXD2
TFAP2AAS1	TFAP2A-AS1
NASG	BPIFA1,BPIFA1
NEUCRIN	DRAXIN,DRAXIN
IRM	MEG8,MEG8
TMEM133	TMEM133
TMEM130	TMEM130
TMEM131	TMEM131
TMEM136	TMEM136
ETA1	SPP1,SPP1
TMEM134	TMEM134
TMEM135	TMEM135
TMEM138	TMEM138
UNRIP	STRAP,STRAP
FOXE1	FOXE1
C19ORF42	SMIM7,SMIM7
FOXE3	FOXE3
FOXE2	FOXE1,TTF2,TTF2,FOXE1
C19ORF43	C19orf43
TRADE	TNFRSF19,TNFRSF19
DNAH3	DNAH3
STIMATE	TMEM110,TMEM110
SPG5C	SPG7,SPG7
CALBRAIN	CABP1,CABP1
WAP8	WFDC8,WFDC8
ERICH6A	FAM194A
UTY	UTY
LOH11CR1F	COLCA1,COLCA1
IGHD114	IGHD1-14
LOH11CR1D	FDX1,FDX1
LOH11CR1J	ALG9,ALG9
MPFD	ACTA1,ACTA1
LOH11CR1I	SIK2,SIK2,SIK2
C19ORF48	C19orf48
VUR3	SOX17,SOX17
SKA1	SKA1
IRF	TRIM63,TRIM63
VUR8	TNXB,TNXB
CSPB1	MAPK14,MAPK14
SLC35C1	SLC35C1
RNA5SP523	RNA5SP523
XK	XK
EKLF	KLF1,KLF1
RNA5SP520	RNA5SP520
GNRHR1	GNRHR,GNRHR
XO	XDH,XDH
BAP18	C17orf49,C17orf49
XB	TNXB,TNXB
MIRN242	MIR24-2,MIR24-2,MIR24-2
PPARGC1	PPARGC1A,PPARGC1A
XG	XG
PTFDELTA	SNAPC2,SNAPC2
PCAT2	PCAT2
CRTR1	TFCP2L1,TFCP2L1
XR	DCXR,DCXR
MPF2	HSD17B4,DBP,HSD17B4
PUM2	PUM2
ETAR	EDNRA
DMML2433	NEGR1,NEGR1
PLEKHA7	PLEKHA7
IKKGAMMA	IKBKG,IKBKG
CAMEL	CTAG2,CT62,CTAG2
RPC11	POLR3K,POLR3K
ILTMP	TM4SF4
NOD24	POP4
PUM1	PUM1
ZNF296	ZNF296
MIR13029	MIR1302-9
CRHR2	CRHR2
SHINC2	ELP2,ELP2
DXS1179E	PRKCI,PRKCI
CRHR1	CRHR1
MIRN324	MIR324,MIR324,MIR324
NOD27	NLRC5,NLRC5
RN7SL794P	RN7SL794P
MDS028	ITFG2,ITFG2
NP220	ZNF638,ZNF638
MDS026	PPP2R2D,PPP2R2D
AF17	MLLT6,MLLT6
CCHL	HCCS,HCCS
MDS025	CCDC90B,CCDC90B
MDS023	MRPS35,MRPS28,MRPS28,MRPS35
AF10	MLLT10,MLLT10
RNA5SP26	RNA5SP26
ANKFN1	ANKFN1
KIAA1632	EPG5,EPG5
DKFZP686E2433	ZNF879,ZNF879
SCGB1D1	SCGB1D1
SCGB1D2	SCGB1D2
SCGB1D4	SCGB1D4
TCP10A	TCP10,TCP10
CDYL	CDYL
CNSLT1I7G	LINC00596,LINC00596
RAD9	RAD9A,RAD9A
RNA5SP441	RNA5SP441
HCLS1	HCLS1
RHPN	RHPN1,RHPN1
DHDPSL	HOGA1,HOGA1
TCP10L	TCP10L
PAP2A	PPAP2A
HXB	TNC,TNC,TNC
HXA	AMY2B,AMY2B
RNA5SP443	RNA5SP443
KRI1	KRI1
TECPR1	TECPR1
TECPR2	TECPR2
CDY2	CDY2A,CDY2A
CDY1	CDY1
SDRSRL	DHRS4,DHRS4
DKFZP564O0823	PARM1,PARM1,PARM1
C10ORF2	C10orf2
EKV3	AP1S1,AP1S1
SVP44	NR2F1,NR2F2,NR2F1
SVP40	NR2F2,NR2F1,NR2F2
HCGAS	MB21D1,MB21D1
HSU37012	CPSF1,CPSF1
RPA3AS1	RPA3-AS1
RNU775P	RNU7-75P
RNU6419P	RNU6-419P
AF1P	EPS15
MG81	TBC1D25,TBC1D25
PASKIN	PASK,PASK
RNU61028P	RNU6-1028P
COQ3	COQ3
LINC00854	LINC00854
ATASE2	NAT8,GLA,NAT8
IGFRC	FCGR1C
PGAM5	PGAM5
ANIA6B	CCNL2,CCNL2
ANIA6A	CCNL1
LINC00033	TTTY1,TTTY1
S6KALPHA	RPS6KA2,RPS6KA2
PDZK8	PDZD8,PDZD8
TNFR55	TNFRSF1A
PNP1	PTPN13,PTPN13
FCHO2	FCHO2
FCHO1	FCHO1
CPGL2	CNDP1,CNDP1
POROK1	PMVK,PMVK
POROK3	MVK,MVK
NCOA7AS1	NCOA7-AS1
MRFAP1L1	MRFAP1L1
POROK7	MVD,MVD
TAMALIN	GRASP,GRASP
POROK9	FDPS,FDPS
POROK8	SLC17A9,SLC17A9
PTD008	WDR83OS,WDR83OS
LINC00037	DGCR5,DGCR5
ADE2H1	PAICS,PAICS
1190004M21RIK	PYGO2,PYGO2
GM117	C1orf52,C1orf52
SLAMALPHA	LAMA1,LAMA1
TIMM16	PAM16,PAM16
PREL1	APBB1IP,APBB1IP
ICAP1ALPHA	ITGB1BP1,ITGB1BP1
SUHW4	ZNF280D,ZNF280D
KLST	SERPINA4,SERPINA4
RNF218	MUL1,MUL1
SUHW2	ZNF280B,ZNF280B
SUHW3	ZNF280C,ZNF280C
SNORD1147	SNORD114-7
RN5S398	RNA5SP398,RNA5SP398
DKFZP686O1327	TEX41,TEX41
HCG1	TRIM31,NUPL2,UBL3
PTD009	TRAPPC4,TRAPPC4
SNORD1145	SNORD114-5
CANTU	ABCC9,ABCC9
HCG9	HCG9
FHAHIT	APTX,APTX
AUP1	AUP1
HCGB	CGB5,CGB7,CGB,CGB8
HELS277	DDAH2,DDAH2
HVEA	TNFRSF14,TNFRSF14
SNORD1143	SNORD114-3
HVEC	PVRL1
HVEB	PVRL2
HVED	PVR,PVR
HCGI	TRIM31,TRIM31
HCGV	PPP1R11
COQ10D2	PDSS1,TPT1,PDSS1
COQ10D1	COQ2,COQ2
CGI52	STARD10,STARD10
COQ10D7	COQ4,COQ4
COQ10D6	COQ6,COQ6
COQ10D5	COQ9,COQ9
COQ10D4	ADCK3,ADCK3
BUD13	BUD13
COQ10D8	COQ7,CLK1,CLK1,COQ7
PCDHALPHA3	PCDHA3,PCDHA3
CGI54	ERGIC3,ERGIC3
NCRNA00032	LINC00032,LINC00032
PCDHALPHA2	PCDHA2,PCDHA2
URA1	DHODH,DHODH
CIRIP	HIVEP1,HIVEP1
FAM61B	LSM14B,LSM14B
FAM61A	LSM14A,LSM14A
RN5S396	RNA5SP396,RNA5SP396
CX26	GJB2,GJB2
CX25	GJB7,GJB7
PNPI	ADAMTS2,ADAMTS2,ADAMTS2,ADAMTS3,ADAMTS2
UPLC1	ASAP3,ASAP3
PNPO	PNPO
CGI58	ABHD5,ABHD5
RN5S394	RNA5SP394,RNA5SP394
RN7SKP57	RN7SKP57
CX29	GJC3,GJE1,GJC3
SKT	KIAA1217,KIAA1217
SKV	SKI,SKI
APBB1IP	APBB1IP
SKS	MTOR,MTOR
SKR	TACR2,TACR2
PORC	HMBS,PORCN
BOO	BCL2L10,BCL2L10,BCL2L10
SKY	TYRO3,TYRO3
C7ORF13	C7orf13
RPD3	HDAC1,HDAC8,HDAC3,HDAC2
PXNAS1	PXN-AS1
SKN	HHAT,HHAT
SKI	SKI
OBP2A	OBP2A
GES	REM1,REM1
RED2	ADARB2,ADARB2
RED1	ADARB1,ADARB1
GEP	GRN,GNA12
ACA22	SNORA22,SNORA22
GIG18	GOT1,GLCCI1
ACA20	SNORA20,SNORA20
BA137L103	USP54,USP54
IGSF4D	CADM2,CADM2
LIMCH1	LIMCH1
GIG16	HAO2,HAO2
CLDND1	CLDND1
GIG10	SH3KBP1,SH3KBP1
GIG13	PER3,PER3
GIG12	LTF,LTF
RNU53	SNORD53,SNORD53
RNU52	SNORD52,SNORD52
RNU51	SNORD51,SNORD51
RNU57	SNORD57,SNORD57
GEF	SLC2A4RG,ARHGEF2
RNU55	SNORD55,SNORD39,SNORD55
RNU54	SNORD54,SNORD54
MIR126	MIR126
RNU59	SNORD59A,SNORD59A
BOG	RBBP9,RBBP9
ZFAS1	ZFAS1
ZFHEP	ZEB1,ZEB1
BAXI1	TMBIM6,TMBIM6
RNU5C	RNU5A-1,RNU5A-1
GAGE9	PAGE4,PAGE1
GE1	EDC4
RNU5F	RNU5F-1,RNU5F-1
RNU5E	RNU5E-1,RNU5E-1
RNU5D	RNU5D-1,RNU5D-1
DFNX1	PRPS1,PRPS1
BAHCC1	BAHCC1
RNU61149P	RNU6-1149P
NKGCD	MCM4,MCM4
EAP30	SNF8,SNF8
ZAS3	HIVEP3,HIVEP3
PCDHGA8	PCDHGA8
PCDHGA9	PCDHGA9
ACA2B	SNORA2B,SNORA2B
HSAMIR378A	MIR378A,MIR378A
ACA2A	SNORA2A,SNORA2A
REDK	DYRK3,DYRK3
PCDHGA3	PCDHGA3
DFNX2	POU3F4,POU3F4
PCDHGA6	PCDHGA6
PCDHGA7	PCDHGA7
PCDHGA4	PCDHGA4
PCDHGA5	PCDHGA5
SK4	KCNN4,IK,KCNN4
SK1	PAPSS1,KCNN1
DENND2D	DENND2D
SK3	KCNN3,KCNN3
SK2	SPHK2,PAPSS2,KCNN2
NET42	VWA2,VWA2
AKTIP	AKTIP
BA785H231	LINC00587,LINC00587
PHF8	PHF8
PHF9	FANCL,FANCL
POR1	ARFIP2,ARFIP2
PHF7	PHF7
PHF4	PHF21B,PHF21B
PHF5	PHF13,PHF13
PHF2	PHF2
RABAC1	RABAC1
PHF1	PHF1
MIRNA221	MIR221,MIR221,MIR221
C2CD4A	C2CD4A
C2CD4B	C2CD4B
C2CD4C	C2CD4C
C2CD4D	C2CD4D
OR56B3P	OR56B3P
KHRBP1	PNO1,PNO1
OR11250	OR4D6,OR4D6
DIPP3ALPHA	NUDT10,NUDT10
U23	SNORA75,SNORA75
CYP4AH1	CYP4V2,CYP4V2
INPP4B	INPP4B
RN7SL687P	RN7SL687P
KERA	KERA
NMAN	HINT1,HINT1
C4ORF34	SMIM14,SMIM14
HINCUT1	OGT,OGT
PIXA	ARHGEF6,ARHGEF6
NR2A2	HNF4G,HNF4G
ANX31	ANXA9,ANXA9
PIXB	ARHGEF7,PAK3,ARHGEF7
PPP1R40	TRIM42,TRIM42
NR2A3	HNF4G,HNF4G
NET44	SLC25A22,SLC25A22
DBQD	CANT1,CANT1
GALP	GALP
U28	SNORD28,SNORD28
OR11256	OR10V1,OR10V1
P150SHIP	INPP5D,INPP5D
GPR102	TAAR8,TAAR8
CHMP15	CHMP1B,C10orf2,CHMP1B
ATR1	SLC3A1,SLC3A1
NMMHCIIB	MYH10,MYH10
NMMHCIIA	MYH9,MYH9
ATR2	ATRX,RAD54L,ATRX
RNU6732P	RNU6-732P
ELKSL	ERC2,CAST,ERC2
RPL26P1	RPL26L1,RPL26L1
TREB5	XBP1
TREB7	ATF2,ATF2
RPS26	RPS26
RPS27	RPS27
RPS24	RPS24
RPS25	RPS25
RPS23	RPS23
RPS20	RPS20
RPS21	RPS21
RPS28	RPS28
RPS29	RPS29
OR1E6	OR1E1,OR1E1
OR1E7	OR1E2,OR1E2
OR1E4	OR1E2,OR1E2
OR1E5	OR1E1,OR1E1
OR1E2	OR1E2
OR1E1	OR1E1
ATRX	ATRX
CHMP1A	CHMP1A
DCNL1	DCUN1D1,DCUN1D1
IGNT	B3GNT6,B3GNT1,GCNT2
CPLA2GAMMA	PLA2G4C,PLA2G4C
PIX1	ISX,POC1B
PREB	PREB
TMEM89	TMEM89
LU105	SCGB3A1,SCGB3A1
LINC00640	LINC00640
LU103	SCGB3A2,SCGB3A2
PERM1	C1orf170
PREP	PREP
PP102	PTGES,PTGES
TMEVPG1	IFNG-AS1,IFNG-AS1
IGLV460	IGLV4-60
LINC00645	LINC00645
IGLV469	IGLV4-69
LINC00644	LINC00644
DLM1	ZBP1
SNAP47	SNAP47
MIEN1	MIEN1
GXSPLA2	PLA2G10,PLA2G10
LINC00648	LINC00648
POU5F2	POU5F2
HTSP	AKR1E2,AKR1E2
OTUB1	OTUB1
MIRN297	MIR297,MIR297
OR11141	OR5D14,OR5D14
POC20	UBA1,UBA1
OR11143	OR5D18,OR5D18
MST095	ORMDL2,ORMDL2
MST097	DPP8,DPP8
MST096	KXD1,KXD1
MST091	TNS1,TNS1
MST090	MS4A6A,MS4A6A
MST093	INTS4,INTS4
MST092	RGS5,RGS5
PPP1R45	AKAP9,AKAP9,AKAP9
FLAT715	FAM131A,FAM131A
NBAT	SLC3A1,SLC3A1
NBAS	NBAS
MST098	ICMT,ICMT
SPG53	VPS37A,VPS37A
LINC00968	LINC00968
MSSK1	SRPK3
SAFB	SAFB
MAGUIN	CNKSR2,KSR2,CNKSR2
CYCT2	CCNT2,CCNT2
CYCT1	CCNT1,CCNT1
NIF3L1	NIF3L1
LVM	MLC1,MLC1
TMBIM6	TMBIM6
TMBIM5	GHITM,GHITM
SAFA	HNRNPU,HNRNPU-AS1
TMBIM3	GRINA,GRINA
TMBIM2	FAIM2,FAIM2
NBA1	BABAM1,BABAM1
SRRP53	RSRC1,RSRC1
COPG2AS	COPG2IT1,COPG2IT1
WDPCP	WDPCP
OR10J3P	OR10J3,OR10J3
TMEM87B	TMEM87B
DRD4	DRD4
DRD5	DRD5
DRD2	DRD2
DRD3	DRD3
PAPPAAS	PAPPA-AS1,TAF4B
DRD1	DRD1
MIR376C	MIR376C
ADPRT3	PARP3,PARP3
ADPRT2	PARP2,PARP2,PARP2
ADPRT1	PARP1
SNORD11547	SNORD115-47
C22ORF42	C22orf42
IMBRI2	ITM2B,ITM2B
C22ORF40	CDPF1,CDPF1
C22ORF41	SYCE3,SYCE3
C22ORF46	C22orf46
C22ORF45	ADORA2A-AS1,ADORA2A-AS1
CEP112	CEP112
GLG1	GLG1
TSPAN9IT1	TSPAN9-IT1
MTX3	MTX3
AKR1B10LAK1R1B7	AKR1B15,AKR1B15
INMTFAM188B	INMT-FAM188B
HSAMIR629	MIR629,MIR629,MIR629
TTC9A	TTC9,TTC9
TTC9C	TTC9C
CAPPB	CAPZB,CAPZB
PP4X	ANXA4,ANXA4
LINC00152	LINC00152
NOSIP	NOSIP
PPTC	TAC4,HK1,HK1,TAC4
ETV5AS1	ETV5-AS1
OQTL	MC3R,MC3R,MC3R
ZCD1	CISD1,CISD1
LINC00159	LINC00159
LINC00158	LINC00158
AS250	RALGAPA2,RALGAPA2
RNU6136P	RNU6-136P
2310047C21RIK	ITFG1,ITFG1
ZNEUROK1	TAC3,TAC3
HNF3A	FOXA1,FOXA1
HNF3B	FOXA2,FOXA2
PP4C	PPP4C,PPP4C
PUML1	PUM1,PUM1
HNF3G	FOXA3,FOXA3
ENTPD7	ENTPD7
ENTPD6	ENTPD6
ENTPD5	ENTPD5
ENTPD4	ENTPD4
ENTPD3	ENTPD3
ENTPD2	ENTPD2
ENTPD1	ENTPD1
RNVU12	RNVU1-2
EDICT	MIR184,MIR184,MIR184
RNU6978P	RNU6-978P
TCRBV24S1A3T	TRBV15,TRBV15
PP46	GAP43,GAP43
ENTPD8	ENTPD8
SNAPC3	SNAPC3
SNAPC2	SNAPC2
SNAPC1	SNAPC1
MKR5	ZFP28,ZFP28
DJ171N112	PBOV1,PBOV1
SNAPC5	SNAPC5
SNAPC4	SNAPC4
IGHV431	IGHV4-31
LINC00969	LINC00969
EPI64B	TBC1D10B,TBC1D10B
IGHV434	IGHV4-34
CROC4	C1orf61,C1orf61
MAR4	ZCCHC16,ZCCHC16
CK10	KRT10,KRT10
RSPH10A	RSPH1,RSPH1
HSAMIR525	MIR525,MIR525
EXPAND1	MUM1,MUM1,MUM1
TNFRSF10A	TNFRSF10A
MIR3074	MIR3074
CXORF38	CXorf38
SPF38	SNRNP40,SNRNP40
ISG60	IFIT3,IFIT3
C16ORF29	CCDC154,CCDC154
DSAP1	SART3,SART3
CK15	KRT15,KRT15
SNORD11543	SNORD115-43
RNU6539P	RNU6-539P
CK14	KRT14,KRT14
C4ORF38	WWC2-AS2,WWC2-AS2
MAR2	PEG10,PEG10
RN7SL818P	RN7SL818P
HESX1	HESX1
CSDP	SSBP3,SSBP3
MAR3	ZCCHC5,ZCCHC5
3M3	CCDC8,CCDC8
ZFP13	ZNF205,ZNF205
SRBII	SCARB2,SCARB2
RPTPMU	PTPRM,PTPRM
SNU40	CD2BP2,CD2BP2
CSDB	YBX1,YBX1
CSDA	YBX3,YBX3
CTD2127H91	CTD-2127H9.1
COCOA	CALCOCO1,CALCOCO1
ODFR	TNFRSF11A,TNFRSF11A
ODFP	ODF1,ODF2,ODF1
PROCI	SERPINA5,SERPINA5
MCIN	MCIDAS,MCIDAS
SCDGF	PDGFC,PDGFC
CDDG	NGLY1,NGLY1
MCIF	CCL14,SCYL2,CCL14
CDDC	LMNA,LMNA
RNU6730P	RNU6-730P
SNORA58B	SNORA58,SNORA58
OKL38	OSGIN1,OSGIN1
ARSACS	SACS,SACS
HR025CL	LARS,LARS
CAGE1	CAGE1
PROCR	PROCR
ODF3	ODF3
ODF2	ODF2
ODF1	ODF1
CASC16	CASC16
ODF6	ROPN1,ROPN1
KIF3X	KIF17,KIF17
ODF4	ODF4
RNU6127P	RNU6-127P
RNF9	TRIM10,TRIM10
PCDC5RP	CDC5L,CDC5L
FEOM1	KIF21A,KIF21A
FEOM2	PHOX2A,NCAM2,PHOX2A
FEOM3	TUBB3,TUBB3
LINC00845	LINC00845
HB5	DUSP8,KRT85
PREP2	PKNOX2,PKNOX2
SCYE1	AIMP1,AIMP1
ATFIP	ATF7IP,ATF7IP
LINC00843	LINC00843
TF3CDELTA	GTF3C4,GTF3C4
MCI1	LRP8,LRP8,LRP8
RP105	CD180,CD180
PROC1	PROC,APC,PC,PROC
KIF3C	KIF3C
KIF3A	KIF3A
CD125	IL5RA,IL5RA
CD124	IL4R,IL4R
CD127	IL7R,IL7R
RNF5	RNF5
UNQ9366	CEACAM20,CEACAM20
CD123	IL3RA,IL3RA
CD122	IL2RB,IL2RB
CSD2	TGFBI,TGFBI
RNF2	RNF2
TMEFF2	TMEFF2
CSD1	TGFBI,TGFBI
CD129	IL9R,IL9R,IL9R
CD128	CXCR1,CXCR1
RNU252P	RNU2-52P
UFHSD	NAGLU,NAGLU
BPIL2	BPIFC,BPIFC
BPIL3	BPIFB6,BPIFB6
CBFALPHA1	RUNX2,RUNX2
RNU61323P	RNU6-1323P
GA7331	TACSTD2
GPE1BP	CEBPG,CEBPG
EMPF	DNM1L,DNM1L
CXYORF10	LINC00685,LINC00685
STAMBP	STAMBP
C10ORF103	DNAJC9-AS1,DNAJC9-AS1
MUTYH	MUTYH
SKAP	KNSTRN,KNSTRN
MEGSIN	SERPINB7,SERPINB7
NET39	PPAPDC3
NET38	ALG2,ALG2
NPT3	SLC17A2,SLC17A2
NET35	CCAR2,CCAR2
NET34	SLC39A14,SLC39A14
NET37	KIAA1161,KIAA1161
NET36	TMEM74,TMEM74
NET31	TMEM209,TMEM209
NET30	MOSPD3,MOSPD3
D15S12	OCA2,OCA2
NET32	ERLIN2,ERLIN2,ERLIN2
PRICKLE2AS1	PRICKLE2-AS1
AHUS3	CFI,CFI
PGM2L1	PGM2L1
IFNGT1	IFNGR2,IFNGR2
RNU6996P	RNU6-996P
CGBP	CXXC1,SPP1,CXXC1
CNR4	PCDHA7,PCDHA7
CTRCT33	BFSP1,BFSP1
RN7SL737P	RN7SL737P
PRICKLE2AS2	PRICKLE2-AS2
AHUS6	THBD,THBD
MIDORI	ALPK3,MAK,ALPK3
CTRCT31	CHMP4B,CHMP4A,CHMP4B
SEL10	FBXO30,FBXW7
9830169G11RIK	ELMOD2,ELMOD2
TBXA2R	TBXA2R
SEL1L	SEL1L
FAM209A	FAM209A
CGB8	CGB8
SAP102	DLG3,DLG3
CGB4	LHB,LHB
CGB5	CGB5
CGB6	CGB7,CGB7
CGB7	CGB7
RN7SL452P	RN7SL452P
HMAD2	SMAD2,SMAD2
HOK2	ZNF239,ZNF239
CGB3	CGB5,CGB7,CGB,CGB8
C1ORF97	LINC00467,LINC00467
C1ORF96	CCSAP,CCSAP
C1ORF95	C1orf95
C1ORF94	C1orf94
C1ORF93	FAM213B,FAM213B
C1ORF92	LRRC71,LRRC71
C1ORF91	TMEM234,TMEM234
C1ORF90	FAM167B,FAM167B
2PP2A	SET,SET
SNORD95	SNORD95
MIR1323	MIR1323
SNORD97	SNORD97
KIAA2013	KIAA2013
MIR1324	MIR1324
C1ORF99	ERVMER61-1,ERVMER61-1
KIAA2010	SMEK1
BA570F31	SLC39A12,SLC39A12
NCKBETA	NCK2,NCK2
CXYORF1P	WASH4P,WASH4P
TSBN51	POLR3D,POLR3D
