RNF14	Rnf14
REST	Rest
HEATR9	Heatr9
ASCC3	Ascc3
TPH2	Tph2
SFSWAP	Sfswap
ASCC2	Ascc2
KLHDC7B	Klhdc7b
CCNA2	Ccna2
KLHDC7A	Klhdc7a
MICALL2	Micall2
DEDD	Dedd
KRTAP107	Gm19402,Gm19668,Gm3233,Gm3238,Gm3250,Gm7137,Gm7138,Gm9507,Krtap10-4
KRTAP106	Gm19402,Gm19668,Gm3233,Gm3238,Gm3250,Gm7137,Gm7138,Gm9507,Krtap10-4
KRTAP105	Gm19402,Gm19668,Gm3233,Gm3238,Gm3250,Gm7137,Gm7138,Gm9507,Krtap10-4
KRTAP104	Gm19402,Gm19668,Gm3233,Gm3238,Gm3250,Gm7137,Gm7138,Gm9507,Krtap10-4
KRTAP103	Gm19402,Gm19668,Gm3233,Gm3238,Gm3250,Gm7137,Gm7138,Gm9507,Krtap10-4
KRTAP102	Gm19402,Gm19668,Gm3233,Gm3238,Gm3250,Gm7137,Gm7138,Gm9507,Krtap10-4
KRTAP101	Gm19402,Gm19668,Gm3233,Gm3238,Gm3250,Gm7137,Gm7138,Gm9507,Krtap10-4
RNU6376P	Gm24400
KLRK1	Klrk1
MUSTN1	Mustn1
VPS25	Vps25
NUP35	Gm4353,Nup35
KRTAP109	Gm19402,Gm19668,Gm3233,Gm3238,Gm3250,Gm7137,Gm7138,Gm9507,Krtap10-4
KRTAP108	Gm19402,Gm19668,Gm3233,Gm3238,Gm3250,Gm7137,Gm7138,Gm9507,Krtap10-4
MAP3K10	Map3k10
ATP13A1	Atp13a1
MAP3K12	Map3k12
MAP3K13	Map3k13
ADNP2	Adnp2
DDA1	Dda1
RP11505K94	Mlycd
SLC1A4	Slc1a4
CYP11B2	Cyp11b1,Cyp11b2
CYP11B1	Cyp11b1,Cyp11b2
SLC1A7	Slc1a7
FUCA1	Fuca1
FUCA2	Fuca2
SLC1A3	Slc1a3
LRRC10B	Lrrc10b
ATP13A2	Atp13a2
RSPH4A	Rsph4a
SSUH2	Ssu2
TSG101	Tsg101
OVOS2	BC048546
NCAPG	Ncapg
FAM60A	Fam60a
DHTKD1	Dhtkd1
OSBPL1A	Osbpl1a
IQCF5	Iqcf5
DCTPP1	Dctpp1
FCGR1B	Fcgr1
FCGR1A	Fcgr1
IKBKE	Ikbke
MICB	Mill1,Mill2
ENTHD1	Enthd1
GNL3	Gnl3
GNL2	Gnl2
GNL1	Gnl1
RARB	Rarb
FAM163B	Fam163b
FAM163A	Fam163a
DHRS9	Dhrs9
DHRS7	Dhrs7,Gm4756
DHRS4	Dhrs4
DHRS2	Dhrs2
DHRS3	Dhrs3
DHRS1	Dhrs1
RARS	Rars
MIPEP	Mipep
CACUL1	Cacul1
DYRK1A	Dyrk1a
RPS28	Rps28
DYRK1B	Dyrk1b
NABP2	Nabp2
MYT1	Myt1
CCNL1	Ccnl1
JAKMIP2	Jakmip2
JAKMIP1	Jakmip1
CCNL2	Ccnl2
DHRSX	DHRSX
SSX2B	Gm14459,Gm21876,Gm5751,Gm6592,Ssx9,Ssxa1,Ssxb1,Ssxb10,Ssxb2,Ssxb3,Ssxb5,Ssxb6,Ssxb8,Ssxb9
TPO	Tpo
SLIT2	Slit2
IGKV139	Igkv15-103
NOMO2	Nomo1
NOMO3	Nomo1
NOMO1	Nomo1
BAZ1A	Baz1a
IMPA1	Impa1
IMPA2	Impa2
BAZ1B	Baz1b
IL15RA	Il15ra
HRK	Hrk
SNAI2	Snai2
SNAI3	Snai3
HRG	Hrg
SNAI1	Snai1
HRC	Hrc
OSBPL10	Osbpl10
OR4F29	Olfr1303
C11ORF1	1110032A03Rik
LELP1	Lelp1
SEPT14	Sept14
SLC2A9	Slc2a9
SLC2A8	Slc2a8
PTGES3	Ptges3
PTGES2	Ptges2
SLC2A5	Slc2a5
RNU6603P	Gm22089
SLC2A3	Slc2a3
FA2H	Fa2h
SLC2A1	Slc2a1
ECHS1	Echs1
RP3403A155	Soga3
RN7SL222P	Gm27853
SLC25A5	Slc25a5
DIXDC1	Dixdc1
PLAGL2	Plagl2
PLAGL1	Plagl1
FAM24A	1700007K09Rik,Fam24a
FAM24B	1700007K09Rik,Fam24a
OR6F1	Olfr308
SYTL5	Sytl5
SLC1A5	Slc1a5
SYF2	Syf2
METRNL	Metrnl
TUG1_4	Gm27624
SMLR1	Smlr1
IQCA1L	4931409K22Rik
TEAD4	Tead4
MCM8	Mcm8
CCAR1	Ccar1
CCAR2	Ccar2
MTDH	Mtdh
RNU129P	Gm25556
AMELX	Amelx
AMELY	Amelx
SLC1A6	Slc1a6
MADD	Madd
LINC00238	Gm6657
EXO1	Exo1
ZBTB8A	Zbtb8a
ZBTB8B	Zbtb8b
EXO5	Exo5
CEACAM1	Ceacam1,Ceacam2
ATRIP	Atrip
EN2	En2
CEACAM5	Ceacam1,Ceacam2
CEACAM4	Ceacam10,Ceacam11,Ceacam12,Ceacam13,Ceacam14,Ceacam3,Ceacam5,Psg16,Psg17,Psg18,Psg19,Psg20,Psg21,Psg22,Psg23,Psg25,Psg26,Psg27,Psg28,Psg29
CEACAM7	Ceacam1,Ceacam2
CEACAM6	Ceacam1,Ceacam2
CEACAM8	Ceacam1,Ceacam2
SLC46A2	Slc46a2
SLC46A3	Slc46a3
SEPT11	Sept11
OR51G2	Olfr577
PARP2	Parp2
TMEM154	Tmem154
OR51G1	Olfr578
HLADOA	H2-Oa
HLADOB	H2-Ob
ENG	Eng
LAT2	Lat2
ZNF274	Zfp110,Zfp369
SYCE3	Syce3
GTF2IRD1	Gtf2ird1
GTF2IRD2	Gtf2ird2
PDIK1L	Pdik1l
MYO5C	Myo5c
RNA5SP185	n-R5s80
C3ORF18	6430571L13Rik
AGMAT	Agmat
F12	F12
C3ORF14	3830406C13Rik
F10	F10
F11	F11
EXOG	Exog
TRBC1	Trbc1,Trbc2
SNORD1C	Gm24253,Snord1b,Snord1c
EPAS1	Epas1
TRBC2	Trbc1,Trbc2
SNORA3	Gm22276,Gm22673,Gm24698,Gm24888,Gm25539,Snora3
IQUB	Iqub
SLC27A1	Slc27a1
IGHV25	Ighv8-11,Ighv8-12,Ighv8-13,Ighv8-2,Ighv8-4,Ighv8-5,Ighv8-6,Ighv8-8,Ighv8-9
TBC1D30	Tbc1d30
FBRS	Fbrs
TBC1D32	Tbc1d32
RN7SKP115	Gm24530
NKX22	Nkx2-2
FZD9	Fzd9
SNCA	Snca
CDKAL1	Cdkal1
SERPINA12	Serpina12
PVT1_1	Gm27913
SERPINA11	Serpina11
TRNAU1AP	Trnau1ap
TMEM126A	Tmem126a
TMEM126B	Tmem126b
SNORA2	Gm22299,Gm22353,Gm22683,Gm22804,Gm22806,Gm24166,Gm24406,Gm25896
MICO1	Gm27528
MOCOS	Mocos
RNU6113P	Gm22165
IL31	Il31
TNR	Tnr
CYP4B1	Cyp4b1
FAM81A	Fam81a
RCOR2	Rcor2
RCOR1	Rcor1
FAM81B	Fam81b
TIGD5	Tigd5
ADHFE1	Adhfe1
XIST_EXON1	Gm27520
SEPT12	Sept12
FLT4	Flt4
FLT3	Flt3
SLC24A5	Slc24a5
FLT1	Flt1
PODN	Podn
GSG1L	Gsg1l
SNORA76	Gm23786,Gm26047
SNORA71E	Gm25187
UGT2B15	Ugt2b1,Ugt2b34,Ugt2b35,Ugt2b36,Ugt2b37,Ugt2b38,Ugt2b5
TIPIN	Tipin
H1FX	H1fx
RNU1132P	Gm22666,Gm23895,Gm24032
OXSM	Oxsm
SDR9C7	Sdr9c7
UGT2B17	Ugt2b1,Ugt2b34,Ugt2b35,Ugt2b36,Ugt2b37,Ugt2b38,Ugt2b5
SYS1DBNDD2	Gm20458
SPATA31A5	Spata31
TSHB	Tshb
PVALB	Pvalb
RN7SKP193	Gm22344,Gm22481,Gm25580
S1PR5	S1pr5
RN7SKP196	Gm25320
RN7SKP197	Zakit
RN7SKP195	Gm25266
SOX21	Sox21
H1F0	H1f0
COL25A1	Col25a1
PGGHG	Athl1
RMST_10	Gm27544
RCL1	Rcl1
MRPS18A	Mrps18a
MRPS18B	Mrps18b
FIGNL1	Fignl1
ELMOD1	Elmod1
LINC00901	Gm27717
ELMOD3	Elmod3
ELMOD2	Elmod2
RNU6418P	Gm22558,Gm23196
RNU6135P	Gm24517,Gm24592
CLU	Clu
SLC24A3	Slc24a3
PDC	Pdc
RP1115K192	Mrps17
SNORA7	Gm27607
CHAMP1	Champ1
SKIV2L2	Skiv2l2
KNG1	Kng1,Kng2
NRARP	Nrarp
RNU61319P	Gm23038
ITGA11	Itga11
COBL	Cobl
TAF9B	Taf9b
RNA5SP436	n-R5s89
ZNFX1	Znfx1
NOP14	Nop14
AMOTL1	Amotl1
AMOTL2	Amotl2
LCN2	Lcn2
BPI	Bpi
SF3B4	Sf3b4
PNPT1	Pnpt1
SF3B6	Sf3b6
LCN9	Lcn9
LCN8	Lcn8
FAM220A	Fam220a
SF3B2	Sf3b2
CYP17A1	Cyp17a1
ALOX15	Alox15
ALOX12	Alox12
SLC24A1	Slc24a1
TSHR	Tshr
UGT3A2	Ugt3a1,Ugt3a2
RNA5SP431	n-R5s21
PRKX	Prkx
SEMA6B	Sema6b
SEMA6C	Sema6c
SEMA6A	Sema6a
CNIH1	Cnih1
CNIH3	Cnih3
CNIH2	Cnih2
NSMCE4A	Nsmce4a
CNIH4	Cnih4
ELAC2	Elac2
DDHD1	Ddhd1
VPS51	Vps51
WRAP53	Wrap53
ADCK5	Adck5
ADCK2	Adck2,Gm42420
RNU61110P	Gm22974
ZBTB11	Zbtb11
ADCK1	Adck1
DNAJC16	Dnajc16
DNAJC17	Dnajc17
SCN2A	Scn2a1
DNAJC15	Dnajc15
DNAJC12	Dnajc12
DNAJC13	Dnajc13
DNAJC10	Dnajc10
DNAJC11	Dnajc11
RNU6714P	Gm24121
EPRS	Eprs
CTXN3	Ctxn3
FEM1B	Fem1b
ASF1A	Asf1a
DNAJC18	Dnajc18
DNAJC19	Dnajc19
EDF1	Edf1
AL0223971	Syt14
VPS50	Vps50
SUPT16H	Supt16
RNU6ATAC33P	Gm23336
RHOA	4930544G11Rik
MS4A6A	Ms4a6b,Ms4a6c,Ms4a6d
SUMF1	Sumf1
LMAN1	Lman1
METTL21B	Mettl21b
METTL21A	Mettl21a
LMAN2	Lman2
CYSRT1	Cysrt1
MAML2	Maml2
MLX	Mlx
NAT8L	Nat8l
SCML4	Scml4
NRK	Nrk
OR8B2	Olfr147,Olfr918
RNU6719P	Gm23038
NRM	Nrm
BORCS7ASMT	Borcs7
PFKFB1	Pfkfb1
EDRF1	Edrf1
PFKFB3	Pfkfb3
PFKFB2	Gm29427,Pfkfb2
PFKFB4	Pfkfb4
RP1321E85	Gm6268
ITPA	Itpa
UGT1A4	Ugt1a2,Ugt1a5
SH3BGR	Sh3bgr
YWHAQ	Ywhaq
PPM1L	Ppm1l
OR4X2	Gm13769,Olfr1265,Olfr1269,Olfr1506
SCIN	Scin
TCF7L1	Tcf7l1
ADD3	Add3
ACTG1	Actg1
ACTG2	Actg2
SNORA21	Gm23795,Gm25821,Gm27326,Snora21
PPP4R4	Ppp4r4
PPP4R1	Ppp4r1
PPP4R2	Ppp4r2
SLC11A1	Slc11a1
TUSC7	Gm27587
PKD2L2	Pkd2l2
PKD2L1	Pkd2l1
RNA5S4	n-R5s128
CWC27	Cwc27
MSANTD3TMEFF1	Tmeff1
CWC25	Cwc25
CWC22	Cwc22,Gm13691,Gm13693,Gm13694,Gm13695,Gm13696,Gm13697,Gm13698
ZNF518A	Zfp518a
RNU410P	Gm25899
TMED10	Tmed10
LTBR	Ltbr
MAP3K8	Map3k8
MAP3K9	Map3k9
SNORA26	Gm22786,Gm23593,Gm24233,Gm24729,Gm24988,Snora26
C9ORF40	D030056L22Rik
MAP3K3	Map3k3
PRPF31	Prpf31
C9ORF43	4933430I17Rik
DEAF1	Deaf1
MAP3K7	Map3k7
IER3IP1	Gm10784,Ier3ip1
MAP3K5	Map3k5
SNORA28	Snora28
PET117	Pet117
MARVELD1	Marveld1
RNA5S3	n-R5s100
FMOD	Fmod
MARVELD2	Marveld2
NUP214	Nup214
SNX16	Snx16
TPGS1	Tpgs1
SLC9B1	Slc9b1
NUP210	Nup210
FP3253171	Aqp7
FMO2	Fmo2
FMO3	Fmo3
SMCO1	Smco1
FMO1	Fmo1
ZNF202	Zfp202
CASZ1	Casz1
FMO4	Fmo4
FMO5	Fmo5
IDH2	Idh2
IDH1	Idh1
EVX1	Evx1
ZNF208	Zfp457,Zfp458,Zfp595,Zfp65,Zfp759
EVX2	Evx2
C16ORF96	4930562C15Rik
SURF1	Surf1
SH2D2A	Sh2d2a
C16ORF95	1700018B08Rik
C16ORF92	4930451I11Rik
C16ORF90	1700037C18Rik
C16ORF91	BC003965
SETD3	Setd3
SETD2	Setd2
SETD5	Setd5
SETD4	Setd4
SETD7	Setd7
ITFG2	Itfg2
PSRC1	Psrc1
TRPM7	Trpm7
ZNF474	Zfp474
DZIP3	Dzip3
PRAMEF18	Pramef12
DZIP1	Dzip1
PRAMEF17	Pramef12
ACEA_U3	Gm23927
PRAMEF15	Pramef12
PRAMEF12	Pramef12
TIGIT	Tigit
PRAMEF10	Pramef12
PRAMEF11	Pramef12
NHLH1	Nhlh1
PITPNM2	Pitpnm2
PRSS21	Prss21
PRSS22	Prss22
PRSS23	Prss23
LXN	Lxn
ZFAND2A	Zfand2a
EME1	Eme1
VIPAS39	Vipas39
EME2	Eme2
STX3	Stx3
AKNA	Akna
DUOX1	Duox1
HGH1	Hgh1
DUOX2	Duox2
RP11542C162	Neurl4
ZNF486	Zfp457,Zfp458,Zfp595,Zfp65,Zfp759
SNORD118	Gm24208,Snord118
PYCR2	Pycr2
GLYR1	Glyr1
SNORD117	Gm25128
SNORD115	Gm22496,Gm25499
JADE3	Jade3
JADE2	Jade2
JADE1	Jade1
SNORD111	Snord111
RN7SKP209	Gm25178
RN7SKP202	Gm22024
PASK	Pask
METRN	Metrn
RN7SKP206	Gm22718
RN7SKP207	Gm22024
RN7SKP204	Gm22667
ECH1	Ech1
RRM2B	Rrm2b
TAPBPL	Tapbpl
NPPC	Nppc
NPPA	Nppa
URAD	Urad
ACSF3	Acsf3
FRZB	Frzb
MAL2	Mal2
MAN2A2	Man2a2
TMEM235	Tmem235
TSPAN4	Tspan4
MAN2A1	Man2a1
TMEM234	Tmem234
NDUFB10	Ndufb10
TUBB1	Tubb1
DECR1	Decr1
ATP2B4	Atp2b4
DNER	Dner
RAD18	Rad18
HERC1	Herc1
TMEM236	Tmem236
TP53	Trp53
OR5C1	Olfr368
AD0006716	U2af1l4
CDHR1	Cdhr1
CDHR2	Cdhr2
CDHR3	Cdhr3
CDHR4	Cdhr4
CDHR5	Cdhr5
ST8SIA1	St8sia1
RNU61041P	Gm24131
IGHV321	Ighv13-2,Ighv16-1,Ighv6-4,Ighv6-7
SHQ1	Shq1
WNT10A	Wnt10a
TECTA	Tecta
TMEM232	Tmem232
STX1A	Stx1a
FARS2	Fars2
STX1B	Stx1b
RABL2A	Rabl2
RNU61203P	Gm22597
TOLLIP	Tollip
RPS15A	Rps15a
ALS2CR11	Als2cr11
ALS2CR12	Als2cr12
BTBD19	Btbd19
BTBD18	Btbd18
SRGN	Srgn
BTBD17	Btbd17
BTBD16	Btbd16
BTBD11	Btbd11
BTBD10	Btbd10
TSKS	Tsks
VRK3	Vrk3
SIK1	Sik1
RNU6672P	Gm26164
CTDNEP1	Ctdnep1
SIK2	Sik2
KRT80	Krt80
KRT81	Krt81,Krt83,Krt86,Krt87
KRT82	Krt82
KRT83	Krt81,Krt83,Krt86,Krt87
KRT84	Krt84
KRT86	Krt81,Krt83,Krt86,Krt87
RNU6ATAC10P	Gm25338,Gm26249
RNU61332P	Gm25905
RAB22A	Rab22a
GTSF1L	Gtsf1l
RACK1	Rack1
DUS3L	Dus3l
RNY3	Rny3
XPR1	Xpr1
SPACA4	Spaca4
SPACA5	Spaca5
WAC	Wac
LCT	Lct
NCS1	Ncs1
MAST1	Mast1
MAST2	Mast2
MAST3	Mast3
MAST4	Mast4
SALL3	Sall3
SALL2	Sall2
FAIM	Faim,Faiml
RN7SL740P	Gm27853
CD180	Cd180
WAS	Was
RBFOX2	Rbfox2
RAB9A	Rab9
CYP1A1	Cyp1a1
CYP1A2	Cyp1a2
IL36B	Il1f8
MTR	Mtr
RBFOX1	Rbfox1
RNU456P	Gm25284
RP11294C111	Olfr734
SPACA3	Spaca3
ZBTB7A	Zbtb7a
PCDHA6	Pcdha6
SNUPN	Snupn
STX11	Stx11
FARSB	Farsb
FARSA	Farsa
FIS1	Fis1
SPA17	Spa17
STX17	Stx17
PEX5L	Pex5l
STX19	Stx19
STX18	Stx18
ZMIZ1	Zmiz1
URM1	Urm1
MELTF	Mfi2
TRMT1L	Trmt1l
CUTA	Cuta
BPGM	Bpgm
CUTC	Cutc
ADGRE5	Adgre5
TTC33	Ttc33
ADGRE1	Adgre1
LIPC	Lipc
MOSPD3	Mospd3
C1ORF174	A430005L14Rik
MOSPD1	Mospd1
ATP11C	Atp11c
ATP11B	Atp11b
ATP11A	Atp11a
SNORA10	Gm26418
RNU222P	Gm25259
ZBTB40	Zbtb40
PAN3	Pan3
PAN2	Pan2
GNAT2	Gnat2
IFITM5	Ifitm5
RNU6165P	Gm24131
TM9SF1	Tm9sf1
RIMBP3C	Rimbp3
PCDHGA10	Pcdhga10
PCDHGA11	Pcdhga11
PCDHGA12	Pcdhga12
PARP3	Parp3
DPP8	Dpp8
DPP9	Dpp9
STX5	Stx5a
POLE4	Pole4
RN7SKP98	Gm22793
SNORD11422	Gm22205
USP17L13	Usp17la,Usp17lb,Usp17lc,Usp17ld,Usp17le
DPP3	Dpp3
DPP4	Dpp4
SUOX	Suox
DPP6	Dpp6
DPP7	Dpp7
CEP68	Cep68
ZNF281	Zfp281
STK36	Stk36
CEP63	Cep63
OR5B12	Olfr1445,Olfr1448
SLC7A11	Slc7a11
C1ORF35	2310033P09Rik
GLTSCR1	Gltscr1
GLTSCR2	Gltscr2
COQ10A	Coq10a
STK38	Stk38
IK	Ik
RNU6920P	Gm23207
CYP2A7	Cyp2a4,Cyp2a5
CYP2A6	Cyp2a4,Cyp2a5
OR6N1	Olfr429
AL1357871	Ptgr1
OR7E24	Olfr866,Olfr868,Olfr869,Olfr872,Olfr873
OR6N2	Olfr430
KRTAP111	Krtap11-1
MRPS16	Mrps16
OTOS	Otos
RP11216L1316	Lcn6
HS1BP3	Hs1bp3
NTMT1	Ntmt1
NOC3L	Noc3l
PCP2	Pcp2
RNFT1	Rnft1
HBP1	Hbp1
RNU6933P	Gm26103
SECISBP2	Secisbp2
PRPF18	Prpf18
A4GALT	A4galt
SLC27A6	Slc27a6
KCNK3	Kcnk3
TMIGD1	Tmigd1
RP11321N45	Gm20537
TMEM229B	Tmem229b,Tmem229b-ps
CTRL	Ctrl
CTRC	Ctrc
TRMT61A	Trmt61a
RNU6365P	Gm23469
MFHAS1	Mfhas1
ZFYVE9	Zfyve9
DHX16	Dhx16
DHX15	Dhx15
LEPROT	Leprot
ZFYVE1	Zfyve1
LDOC1	Ldoc1
DGCR8	Dgcr8
MUM1	Mum1
RXFP1	Rxfp1
CCDC88A	Ccdc88a
CCDC88B	Ccdc88b
CCDC88C	Ccdc88c
H2AFB3	Gm14920,H2afb2,H2afb3
H2AFB2	Gm14920,H2afb2,H2afb3
H2AFB1	Gm14920,H2afb2,H2afb3
DGCR6	Dgcr6
RP11111H131	Mrpl30
ZNF781	2210418O10Rik,D130040H23Rik,Gm3055,Zfp781
ZFAND6	Zfand6
ZNF786	Zfp786
PITRM1	Pitrm1
GOT2	Got2
RNASEK	Gm21988,Rnasek
GOT1	Got1
RNASEL	Rnasel
SCARNA23	Gm23557
RNASE1	Rnase1
MPEG1	Mpeg1,Pfpl
RNASE3	Ear1,Ear10,Ear14,Ear2,Ear6,Rnase2a,Rnase2b
ODF3B	Odf3b
RNASE4	Rnase4
HOGA1	Hoga1
RNASE9	Rnase9
RNU6127P	Gm24121
SCARNA21	Gm22442,Gm23386,Gm24644
UNC45B	Unc45b
UBE2O	Ube2o
ZFAND5	Zfand5
QTRT2	Qtrtd1
VEGFB	Vegfb
OR2T8	Olfr314
QTRT1	Qtrt1
OR2T6	Olfr720
SMIM23	Smim23
OR2T4	Olfr224,Olfr325,Olfr328,Olfr329-ps,Olfr330,Olfr331
OR2T5	Olfr224,Olfr325,Olfr328,Olfr329-ps,Olfr330,Olfr331
OR2T2	Olfr721-ps1
BRAT1	Brat1
PMEL	Pmel
KRTAP122	Gm10024,Gm10100,Gm10142,Gm10272,Krtap12-1
FBXL8	Fbxl8
CCDC89	Ccdc89
SH3D21	Sh3d21
OLFM2	Olfm2
CCDC83	Ccdc83
CCDC82	Ccdc82
FBXL3	Fbxl3
FBXL2	Fbxl2
FBXL5	Fbxl5
FBXL4	Fbxl4
FBXL7	Fbxl7
FBXL6	Fbxl6
ADAMDEC1	Adamdec1
SLC35B1	Slc35b1
CTR9	Ctr9
CD7	Cd7
RPUSD1	Rpusd1
SNORD8	Gm23734,Snord8
ZNF566	Zfp566
ZNF565	Zfp568
RNU6763P	Gm25864
SCARB1	Scarb1
DNAJC25GNG10	Gm20503
OR5AS1	Olfr1111
STMN4	Stmn4
NECAP2	Necap2
CDSN	Cdsn
STMN3	Stmn3
STMN2	Stmn2
IKBIP	Ikbip
ACRBP	Acrbp
OLFM4	Olfm4
DCLK1	Dclk1
DCLK3	Dclk3
DCLK2	Dclk2
NOX1	Nox1
NOX3	Nox3
TRAF3	Traf3
OTOL1	Otol1
NOX4	Nox4
PGS1	Pgs1
ZBTB14	Zbtb14
FAM161A	Fam161a
FAM161B	Fam161b
RNA5SP428	n-R5s46
SNORA2A	Gm24406
UBE3B	Ube3b
RAF1	Raf1
UBE3A	Ube3a
KHDRBS2	Khdrbs2
UBE3D	Ube2cbp
DNAAF5	Dnaaf5
RNU6821P	Gm24121
MRPL40	Mrpl40
RNU62	Gm26496
TOP2B	Top2b
TOP2A	Top2a
MTRF1	Mtrf1
TMPRSS3	Tmprss3
MIGA2	Fam73b
MIGA1	Fam73a
APH1B	Aph1b,Aph1c
SNORD32A	Snord32a
RNA5SP40	n-R5s21
ZFAND1	Zfand1
RNU61	Gm22288
RNU489P	Gm23214
SLC26A1	Slc26a1
SLC26A2	Slc26a2
SLC26A3	Slc26a3
SLC26A4	Slc26a4
SLC26A5	Slc26a5
FGF9	Fgf9
FGF8	Fgf8
FGF7	Fgf7
FGF6	Fgf6
FGF5	Fgf5
FGF4	Fgf4
FGF3	Fgf3
FGF2	Fgf2
CMSS1	Cmss1
BCAN	Bcan
OLFML2B	Olfml2b
OLFML2A	Olfml2a
BCAM	Bcam
GLOD5	Glod5
GLOD4	Glod4
SDC2	Sdc2
GCH1	Gch1
SDC4	Sdc4
TTYH1	Ttyh1
ELOVL6	Elovl6
ELOVL7	Elovl7
ELOVL4	Elovl4
ELOVL5	Elovl5
ELOVL2	Elovl2
ELOVL3	Elovl3
ELOVL1	Elovl1
MFSD13A	Mfsd13a
AMY1A	Amy1,Amy2a1,Amy2a2,Amy2a3,Amy2a4,Amy2a5
AMY1C	Amy1,Amy2a1,Amy2a2,Amy2a3,Amy2a4,Amy2a5
AMY1B	Amy1,Amy2a1,Amy2a2,Amy2a3,Amy2a4,Amy2a5
SPPL2B	Sppl2b
WT1AS_3	Gm27308
TLN1	Tln1
C20ORF85	1700021F07Rik
DEFB1	Defb1
NAALADL2	Naaladl2
POM121C	Pom121
RNA5SP210	Gm26089
TM9SF4	Tm9sf4
RNA5SP212	Gm23380,Gm24777,Gm27977,n-R5s201
DIABLO	Diablo
RNA5SP217	Gm23782
RNU684P	Gm23715,Gm24892
IFNB1	Ifnb1
CWF19L1	Cwf19l1
CWF19L2	Cwf19l2
CH50742P118	Sik1
NAA20	Naa20
NAA25	Naa25
SNX11	Snx11
SGCG	Sgcg
TTYH3	Ttyh3
SGCE	Sgce
SGCD	Sgcd
CNKSR1	Cnksr1
SGCB	Sgcb
CNKSR3	Cnksr3
CNKSR2	Cnksr2
TMEM35B	Tmem35b
ZFPL1	Zfpl1
DUSP9	Dusp9
DUSP8	Dusp8
RN7SL335P	Gm27853
DUSP5	Dusp5
DUSP4	Dusp4
DUSP7	Dusp7
DUSP6	Dusp6
DUSP1	Dusp1
DUSP3	Dusp3
DUSP2	Dusp2
LRRC8E	Lrrc8e
LRRC8D	Lrrc8d
GBGT1	Gbgt1
NKD2	Nkd2
ELN	Eln
RBL1	Rbl1
ELL	Ell
LRRC8B	Lrrc8b
QDPR	Qdpr
SNRNP40	Snrnp40
MAGEB6P1	Gm5072,Gm8914,Mageb1,Mageb2,Mageb3
OR51E1	Olfr558
OR51E2	Olfr78
NMRK2	Nmrk2
SMAD5AS1_4	Gm27271
RGS7BP	Rgs7bp
MIXL1	Mixl1
HDX	Hdx
HEY2	Hey2
HEY1	Hey1
LRRN4CL	Lrrn4cl
MFSD9	Mfsd9
RHOXF1	Rhox13
MTF1	Mtf1
WDR54	Wdr54
MTF2	Mtf2
PRKCQ	Prkcq
LEP	Lep
TAB3	Tab3
CNTN1	Cntn1
STX6	Stx6
PPP1R17	Ppp1r17
PCDH1	Pcdh1
TBC1D12	Tbc1d12
HDC	Hdc
TMCO5A	Tmco5
TOR4A	Tor4a
TBC1D16	Tbc1d16
TAB1	Tab1
TBC1D14	Tbc1d14
FBL	Fbl
MAGEB18	Mageb18
RNU6737P	Gm23002
AUTS2	Auts2
PLA2G1B	Pla2g1b
NUMA1	Numa1
SFMBT1	Sfmbt1
SPEM1	Spem1
MAGEB16	Mageb16
UBFD1	Ubfd1
HSPA1B	Hspa1b
HSPA1A	Hspa1b
BMP10	Bmp10
IKBKAP	Ikbkap
PF4	Pf4
BMP15	Bmp15
FAM83C	Fam83c
FAM83B	Fam83b
CTB25J191	Mbd3l2
FAM83G	Fam83g
FAM83F	Fam83f
FAM83E	Fam83e
FAM83D	Fam83d
DGKZ	Dgkz
IDH3B	Idh3b
MAP2K4	Map2k4
IDH3G	Idh3g
ATP7A	Atp7a
DGKQ	Dgkq
RP4613B235	Higd1a
DGKK	Dgkk
DGKH	Dgkh
DGKI	Dgki
KIAA0825	2210408I21Rik
DGKB	Dgkb
SYNRG	Synrg
ATP7B	Atp7b
DGKG	Dgkg
DGKD	Dgkd
DGKE	Dgke
ICK	Ick
MPHOSPH9	Mphosph9
TMEM106B	Tmem106b
MIEF2	Mief2
CNP	Cnp
NEK7	Nek7
SRP72	Srp72
RNU6133P	Gm25362
ZNF169	Zfp169
PTGIS	Ptgis
PTGIR	Ptgir
AC0059432	Uqcr11
NEK5	Nek5
TCERG1L	Tcerg1l
LINC00961	5430416O09Rik
ANKRD63	Ankrd63
ANKRD62	Ankrd26
ANKRD61	Ankrd61
ANKRD60	Ankrd60
ANKRD66	Ankrd66
ANKRD65	Ankrd65
NPM2	Npm2
HSPA13	Hspa13
SERF1B	Serf1
SMU1	Smu1
PEMT	Pemt
HSPA14	Hspa14
RHCG	Rhcg
MXI1	Mxi1
RHCE	Rhd
NEK1	Nek1
AKR1D1	Akr1d1
CTD2537I919	RP23-414I24.11
TMEM25	Tmem25
PDE2A	Pde2a
DXO	Dxo
RP13582O96	Zfp41
DGCR14	Dgcr14
OSCAR	Oscar
AHNAK2	Ahnak2
ZNF286B	Zfp286
WDR53	Wdr53
OR2L5	Olfr167
RNU6637P	Gm26002
RALB	Ralb
PPP3R2	Ppp3r2
MYPOP	Mypop
FAM222A	Fam222a
SCG5	Scg5
FAM222B	Fam222b
SCG3	Scg3
MEN1	Men1
ACOD1	Acod1
CPSF4L	Cpsf4l
AP5S1	Ap5s1
KRT222	Krt222
CSRNP2	Csrnp2
